[3.1815609712203643, 3.8242333334337006]
[1.9897507234473708, 3.9165594255227729]
[2.8819767704798469, 4.3073856462105766]
[3.1576694489560992, 3.8617934212716376]
[2.8602029626065413, 4.057435063087822]
[3.2229072325958912, 4.0691550891488193]
[3.0077612928515625, 4.4285942913993566]
[2437.4681706853598, 3836.371657947524]
[2.9739514636969044, 3.8206745398327895]
[2.6631157111550645, 3.4694689535167837]
